 Ensembl 	HGNC	N1H1_Pool_1	N1H1_Pool_2	N1H1_Pool_3	P1A8_Pool_1	P1A8_Pool_2	P1A8_Pool_3
PSMD14P1		0	0	0	0	0	0
LINC02803		0	0	2	1	4	0
CALR4P	CALR4P	0	0	0	0	0	0
LINC01940		0	0	0	0	0	0
RCC2-AS1		0	0	1.37	0	0	0
GUSBP8	GUSBP8	0	0	0	0	0	0
LINC01693		2	3	5	17	12	11
MYL12BP2		0	0	0	0	0	0
RPL7P12		0	0	0	0	0	0
ASH1L-IT1	ASH1L-IT1	0	1	0	0	0	0
AKR1D1P1	AKR1D1P1	0	0	0	0	0	0
NDUFB3P5		0	0	0	0	0	0
ZNF965P	ZNF965P	0	0	0	0	0	0
MTCO3P43		0	0	0	0	1	3
MTCYBP7		0	0	0	0	0	0
SPECC1P1		0	0	0	0	0	0
RPS10P9		0	0	0	0	0	0
MTND4LP9		0	0	0	0	0	0
CDPF1P1		7	5	6	13	6	9
IGHD4-17	IGHD4-17	0	0	0	0	0	0
DNAJB3	DNAJB3	0	0	0	0	0	0
RPL21P90		0	0	0	0	0	0
OR5W1P	OR5W1P	0	0	0	0	0	0
INKA2-AS1		6	6	6	4	6	14
MRPS17P9	MRPS17P9	0	0	0	0	0	0
ARHGAP42P1		0	0	0	0	0	0
PKD1P2		76.2	123.22	56.1	100.27	104.15	95.03
TRIM60P3Y	TRIM60P3Y	0	0	0	0	0	0
ST13P21	ST13P21	0	0	0	0	0	0
CARM1P1	CARM1P1	0	0	0	0	0	0
TRIM60P11Y	TRIM60P11Y	0	0	0	0	0	0
KRTAP8-3P	KRTAP8-3P	0	0	0	0	0	0
UGT1A11P	UGT1A11P	0	0	0	0	0	0
PPIAP93		0	0	0	0	0	0
SUCLA2-AS1	SUCLA2-AS1	0	0	1	5	3	3
SEPTIN2P1	SEPT2P1	0	2	1	0	1	0
RPS29P17		0	0	0	0	0	0
DPY19L2P3		9	8	13	13	14.26	11
MTND5P18	MTND5P18	0	0	0	0	0	0
HNRNPA1P31	HNRNPA1P31	0	0	0	0	0	0
ARL5AP1		0	0	0	0	0	0
TEX46		0	0	0	0	0	0
USP9YP12	USP9YP12	0	0	0	0	0	0
GRAMD4P1	GRAMD4P1	0	0	0	0	0	0
RPL23AP89		0	0	0	0	0	0
MRLN		0	0	0	0	0	0
PSPC1P1	PSPC1P1	0	0	0	0	0	0
ASS1P5	ASS1P5	0	0	0	0	0	0
THAP12P6	PRKRIRP6	0	0	0	0	0	0
ATP6V0E1P4	ATP6V0E1P4	0	0	0	0	0	0
RPS26P13		0	0	0	0	0	0
FAM66A	FAM66A	1.69	0	1.17	4.65	0	2.16
PSMA2P3		0	0	0	0	0	0
OR5P4P	OR5P4P	0	0	0	0	0	0
LINC00352	LINC00352	0	0	0	0	0	0
MED6P1		0	0	0	0	0	0
SNAP25-AS1		13	5	13	0	3	0
LINC02344		0	0	0	0	0	0
KRT8P44	KRT8P44	0	0	0	0	0	0
SPTLC1P5	SPTLC1P5	0	0	0	0	0	0
RBPJP6	RBPJP6	0	1	0	0	0	0
MACROD2-IT1	MACROD2-IT1	0	0	0	0	0	0
SRGAP3-AS3	SRGAP3-AS3	0	0	0	0	0	0
SELENOOLP		0	0	0	0	0	0
MTND2P30	MTND2P30	0	0	0	0	0	0
RPL3P2	RPL3P2	11	10	15	15	12.21	13
LINC01696		0	0	0	0	0	0
FRMD8P1	FRMD8P1	1	0	0	0	0	0
PTPRK-AS1		0	0	0	0	0	0
LINC01738		0	0	0	0	0	0
LINC01341		5	7	6	9	6	9
TARID		1	0	3	5	14	9
RBM15-AS1		1	1	4	2	2.05	0
LINC01429		0	0	0	0	0	0
BUB3P1		0	0	0	0	0	0
NPM1P22	NPM1P22	0	0	0	0	0	0
NR1H5P	NR1H5P	0	0	0	0	0	0
THAP12P3	PRKRIRP3	0	0	0	0	0	0
PIN4P1		5	3	5	4	3	3
RPL7P30		0	0	0	0	0	0
BRK1P2	BRK1P2	0	0	0	0	0	0
TRIM60P18	TRIM60P18	6	8	3	16	9	16
RPL7AP65		0	0	3	1	0	0
DHX9P1	DHX9P1	0	0	0	0	0	0
MYCLP2		0	0	0	0	0	0
IL6R-AS1		2	0	1	0	0	0
HNRNPA1P46		0	0	0	0	0	0
HCG20	HCG20	5	0	0	0	1	0
CYP1D1P	CYP1D1P	0	0	0	0	0	0
HMGN2P21	HMGN2P21	0	0	0	0	0	0
NGF-AS1		0	0	0	0	0	0
HSPD1P9	HSPD1P9	0	0	0	0	0	0
VN1R51P	VN1R51P	0	0	0	0	0	0
EIF3JP1		0	0	0	0	0	0
M6PRP1		0	0	0	0	0	0
MTCO3P40		0	0	0	0	0	0
POLR2J2	POLR2J2	3.66	1.62	2.23	1.38	27.55	6.63
TOP3BP1	TOP3BP1	4.71	5.25	3.07	0	0	0
WBP11P3		0	0	0	0	0	0
RANP5	RANP5	0	0	0	0	0	0
FAM245A		0	0	0	0	0	0
CFL1P3	CFL1P3	0	0	0	0	0	0
SEC63P1	SEC63P1	7	12	9	7	12	12
LINC01736		0	0	0	0	0	0
PABPC4-AS1		0	0	2	0	1	0
LYPLAL1-DT		4	4	4	3	2	7
LINC01515		99	95	81	51	85	76
LINC01740		0	0	0	0	0	0
MTCO3P29		1	1	3	0	0	0
RPL7P47	RPL7P47	0	0	0	0	0	0
UBBP5	UBBP5	0	0	0	0	0	0
BOD1L2		0	0	0	0	0	0
IFNA14	IFNA14	0	0	0	0	0	0
PNKDP1		0	0	0	0	0	0
COX6CP15		0	0	0	0	0	0
MTATP6P11		0	0	0	0	0	0
LINC01820		0	0	0	0	0	0
LINC01757		0	0	0	0	0	0
SPTBN1-AS1		0	0	0	0	0	0
MELTF-AS1	MFI2-AS1	21	18	18	21	18	21
ST13P19	ST13P19	7	1.09	4	3	2.33	3
TPT1P2		0	0	0	0	0	0
MYL6P5		0	0	0	0	0	0
PHBP3	PHBP3	0	0	0	0	0	0
MTND1P17	MTND1P17	0	0	0	0	0	0
AKIRIN1P2		0	0	0	0	0	0
FALEC	LINC00568	0	2	0	0	2	0
LINC01649		0	0	0	0	0	0
IGHD6-6	IGHD6-6	0	0	0	0	0	0
UBE2V1P14		0	0	0	0	0	0
LINC01494		0	0	0	0	0	0
CASP16P	CASP16	2	0	0	2	1	2
RPL3P1	RPL3P1	0	0	0	0	0	0
TLE1P1	TLE1P1	3	3	5	3	0	5
LINC01674		0	0	0	0	0	0
MTND1P11	MTND1P11	0	0	0	0	0	0
HNRNPA1P21	HNRNPA1P21	0	0	0	0	0	0
PPIAP19	PPIAP19	0	0	0	0	0	0
GEMIN8P4	GEMIN8P4	17	9	12	15	19	15
MTND2P25	MTND2P25	0	0	0	0	0	0
SNX19P1	SNX19P1	0	0	0	0	0	0
LINC02843		0	0	0	0	0	0
RPL23AP16		0	0	0	0	0	0
ELOCP14	TCEB1P14	0	0	0	0	0	0
RPL5P27		0	0	0	0	0	0
PTPN2P1	PTPN2P1	0	0	0	0	1	0
OR2M3	OR2M3	0	0	0	0	0	0
GRASLND		0	0	0	0	1	4
LINC02869	C1orf143	1	0	0	1	0	2
HYAL6P	HYALP1	0	0	0	0	0	0
OFD1P17	OFD1P17	1	0	0	1	0	0
NLGN1-AS1	NLGN1-AS1	0	0	0	0	0	0
LINC02770		0	0	0	0	0	0
PNRC2P1		0	0	0	1.21	0	0
ATF4P3	ATF4P3	0	2	0	0	1	0
HCG11	HCG11	1875.11	1602	1991	341	436	457
NACA4P	NACAP1	1	1	0	0	1	0
CRLF3P3		0	0	0	0	0	0
TINAG-AS1		0	0	0	0	0	0
GAPDHP1	GAPDHP1	181	177.86	135	97	103	99
GLRXP1		0	0	0	0	0	0
TXNP5		0	0	0	0	0	0
EFCAB14-AS1		0	0	0	0	0	0
TTTY17A	TTTY17A	0	0	0	0	0	0
MOB1AP1	MOB1AP1	0	0	0	0	0	0
XPC-AS1		1	2.49	7.86	5.61	4.96	4.29
UBBP2	UBBP2	0	0	0	0	0	0
NUTF2P3		0	0	0	0	0	0
COL6A4P2	COL6A4P2	0	0	0	0	0	0
MT-ATP8		3755	4008	3624	3789	5655	4688
LINC01320		395	412	397	85	87	91
PSMD8P1		0	0	0	0	0	0
LINC02048		2	1	0	1	1	1
ARMCX3-AS1	ARMCX3-AS1	0	0	0	3.66	0	0
ORM2	ORM2	0	0	0	0	0	0
KATNBL1P6		0	1	5	5	3	0
LYPLA2P1	LYPLA2P1	4	1	3	3	6	5.94
PCAT6	KDM5B-AS1	150	205	99	18	25	14
TBX18-AS1		0	0	0	0	0	0
BMS1P17		0	0	0	0	0	0
LINC00392	LINC00392	0	0	0	0	0	0
TTTY4C	TTTY4C	0	0	0	0	0	0
FAM174C	C19orf24	201	183	225	206	226	240
RPL7P55	RPL7P55	0	0	0	0	0	0
OR4K6P	OR4K6P	0	0	0	0	0	0
PRELID1P6		9	6	7	9	13	12
OR2S1P		0	0	0	0	0	0
LINC01209		0	0	0	0	0	0
LINC01350		0	0	0	0	0	0
GAPDHP45	GAPDHP45	0	0	0	0	0	0
CYP4F29P	CYP4F29P	0	0	0	0	0	0
GUSBP11	GUSBP11	232.68	274.59	355.61	263.85	281.46	269.55
MTATP6P19		0	0	0	0	0	0
SPATA2P1	SPATA2P1	0	0	0	0	0	0
MYADM-AS1		0	0	0	0	0	0
IGKV3D-7		0	0	0	0	0	0
PGK1P1		23	14.34	13	5	3	8
LINC01890		0	0	0	0	0	0
RPL17P43	RPS2P46	0	0	0	0	0	0
OR9H1P	OR9H1P	0	0	0	0	0	0
PPIAP69		0	0	0	0	0	0
LINC01784		0	0	0	0	0	0
AMD1P1		0	0	0	0	0	0
MIR646HG		0	2	0	27	33	17
FTLP17	FTLP17	0	0	0	0	0	0
EFCAB14P1		1	0	0	0	0	0
LINC02585		0	0	0	0	0	0
LINC02263		12	14	4	0	1	1
SAR1AP1		0	0	0	0	0	0
TXNDC12-AS1		0	0	0	0	0	0
SMIM10L2B-AS1		0	0	0	0	1.71	0
RPL9P13		0	0	0	0	0	0
RPS20P25		0	0	0	0	0	0
GAS2L1P2		1	2	0	0	0	0
ITPKB-IT1	ITPKB-IT1	0	0	0	0	0	0
FAM197Y7	FAM197Y7	0	0	0	0	0	0
LINC01004		7	11	12	10	5	9
LINC01635		5	2	0	0	0	2
HMGN2P25	HMGN2P25	0	0	0	0	0	0
CCT6P1	CCT6P1	101.68	89.83	95	67.45	101	74.88
ELOCP24	TCEB1P24	0	0	0	0	0	0
CDY4P	CDY4P	0	0	0	0	0	0
LNC-LBCS		0	0	0	0	0	0
LINC01185		0	0	0	0	0	0
PTMAP1	PTMAP1	0	0	0	0	0	0
LINC01768		0	0	0	0	0	0
LINC00687	C20orf61	0	0	0	0	0	0
ARL5AP3		0	0	0	0	1	1
DHFRP2	DHFRP2	0	0	0	0	0	0
OR7E23P	OR7E23P	0	0	0	0	0	0
LINC02474		0	0	0	0	0	0
MTND5P6	MTND5P6	0	0	0	0	0	0
UGT1A2P	UGT1A2P	0	0	0	0	0	0
ANKRD49P1		0	7	4	2	1	0
NLRP7P1		0	0	0	0	0	0
SDAD1P1	SDAD1P1	299	231	275	84	98	124
RPS15AP9		0	0	0	0	0	0
LINC01546	CXorf28	5	5	5	3	0	5
CYP2C59P	CYP2C59P	0	0	0	0	0	0
RPS19P7		0	0	0	0	0	0
TRAPPC2P10	TRAPPC2P10	0	0	0	0	0	0
TUBB4AP1		0	0	0	0	0	0
OST4	OST4	3159.97	2764.91	2552.94	2227.95	2225.92	2492.85
PRKCE-AS1		0	0	0	0	0	0
LINC01713		0	0	0	0	0	0
GRK5-IT1		0	0	0	0	0	0
C2orf92		27	31	18	14	21	9
RPL21P50		0	0	0	0	0	0
RAB11FIP1P1	RAB11FIP1P1	20.61	15.7	12.65	13.36	15.63	11.34
LINC01013		0	1	1	0	1	2
TMSB10P1	TMSB10P1	0	0	0	0	0	0
RPL15P18	RPL15P18	0	0	0	0	0	1
EEF1A1P11	EEF1A1P11	4.41	3.37	6.32	5.15	5.03	4.52
LINC01760		0	0	0	0	0	0
DAP3P2	MRPS29P2	0	0	0	3	4	3
CT47A7	CT47A7	0	0	0	0	0	0
SURF6P1	SURF6P1	0	0	0	0	0	0
RANBP1P1		13	11	7	7	11	12
DNAJB6P4		0	0	0	0	0	0
MIR34AHG		0	0	0	1	0	0
SUMO2P21		41.82	46.11	53.76	33.07	58.49	40.47
LYPLAL1-AS1		1	1	1	1	0	0
PMS2P12		0	0	0	0	0	0
OR7E26P	OR7E26P	0	0	0	0	0	0
ITPKB-AS1	ITPKB-AS1	0	0	0	0	0	0
SNRPGP9	SNRPGP9	0	0	0	0	0	0
HSPA8P17		0	0	0	0	0	0
LINC01005		0	0	0	0	0	0
VN1R4	VN1R4	0	0	0	0	0	0
RPS15AP13		0	0	0	0	0	0
NUTM2E	FAM22E	0	0	0	1.89	0	2.68
TUBB1P2	TUBB1P2	0	0	0	0	0	0
SPCS2P4		124.06	112.76	85.11	121.22	134.82	134.8
FNDC10	C1orf233	94	90	76	61	65	100
PAICSP2	PAICSP2	0	0	0	0	0	0
MTND4P1	MTND4P1	0	0	0	0	0	0
MACC1-AS1	MACC1-AS1	0	0	0	0	0	0
RPL7P52		0	0	0	0	0	0
POLR2CP1	POLR2CP	0	0	0	0	0	0
RPL39P	RPL39P	0	0	0	0	0	0
CLDN25	CLDN25	0	0	0	0	0	0
PDCL2P1		0	0	0	0	0	0
HNF4GP1	HNF4GP1	0	0	0	0	0	0
HK2P1	HK2P1	8	4	5	1	4	6
CENPNP2		0	0	0	0	0	0
ZNF883	ZNF883	59	46	58	373	352	412
HDAC2-AS2		13	16	13	20	22	12
HOTAIR	HOTAIR	75	68	67	69	76	77
LINC02663		0	0	0	0	0	0
FCF1P2		31	20	45	38	42	60
ROCR		0	0	0	1	0	0
PHKG1P2	PHKG1P2	0	0	0	0	0	0
RPL31P13		0	0	0	0	0	0
SNHG26		60	57	69	25	20	23
HNRNPCP7		12	5	5	3	4	3
MYO5BP3	MYO5BP3	0	0	0	0	0	0
RPL23AP58		0	0	0	0	0	0
LINC01201		0	0	0	0	0	0
VN1R35P	VN1R35P	0	0	0	0	0	0
STIM1-AS1		1	0	1	0	0	0
PSMD10P1	PSMD10P1	0	0	0	0	0	0
KRT18P1	KRT18P1	0	0	0	0	0	0
LINC00448	LINC00448	0	0	0	0	0	0
NANOGP2		0	0	0	0	0	0
PROB1	C5orf65	40	46	41	125	121	146
PPIAP59		0	0	0	0	0	0
TTC3-AS1	TTC3-AS1	0	1	0	0	0	0
MTND4P18	MTND4P18	0	0	0	0	0	0
CES1P1	CES1P1	0	0	0	0	0	0
ARL17B	ARL17B	92.03	94.65	95.74	129.11	104.83	140.3
TNKS2-AS1		0	0	0	5	11	7
LINC00659		0	0	1	0	0	0
LINC02575		2	0	0	0	0	0
DHFR	DHFR	3045.71	2548.95	2782.41	5075.48	4910.99	6202.78
NAB1P1		1	0	0	0	0	0
LINC02521		0	0	0	0	0	0
SRGAP3-AS2	SRGAP3-AS2	0	0	1	0	0	0
SAPCD1	SAPCD1	23.86	25.82	16.87	28.01	25.12	38.45
LINC02013		0	0	0	0	0	0
GABRG3-AS1		0	0	0	0	0	0
LINC02577		3	1	1	1	0	0
RPS3AP30	RPS3AP30	0	0	0	0	0	0
LINC01672		0	0	0	0	0	0
EIF4BP2	EIF4BP2	0.12	1	1	0	0	0
RPL13AP19		0	0	0	0	0	0
PABPC1P8	PABPC1P8	0	1	0	0	0	0
FAF2P1		0	0	0	0	0	0
LIMS1-AS1		0	0	0	0	0	0
ZNF885P	ZNF885P	0	0	0	0	0	0
RPL7L1P8	RPL7L1P8	0	0	0	6	6	8
KRT8P18	KRT8P18	0	0	0	0	0	0
ABCF2P2		0	0	0	0	0	0
WEE2-AS1		65	49	53	74	70	60
MRPL45P2	MRPL45P2	43	39	42	41	38.16	29
H3P29		0	0	0	0	0	0
LINC00954		7	14	6	1	0	6
LINC00266-4P	LINC00266-4P	0	0	0	0	0	0
NLGN4Y-AS1	NLGN4Y-AS1	0	0	0	0	0	0
HCG22	HCG22	2	0	2	0	0	0
THRB-AS1		6	4	1	3	4	6
LINC01128		164.24	138.97	150.79	188.11	237	230
FAM207BP	FAM207BP	0	0	0	1	1	2
LINC01939		0	0	0	0	0	0
MRPS18CP6		0	0	0	0	0	0
HMGB3P4	HMGB3P4	1	1	0	0	0	3
PABPC1P11	PABPC1P11	0	0	0	0	0	0
LAMA5-AS1		0	0	0	0	0	0
AK3P5	AK3P5	0	0	0	0	0	0
BACH1-IT2	BACH1-IT2	0	1	2	2	1	2
AGKP2		0	0	0	0	0	0
RPSAP1	RPSAP1	0	0	0	0	0	0
PDE4DIPP10		0	0	0	0	0	0
MIR4500HG	MIR4500HG	5	3	6	1	0	0
LAMTOR3P1	LAMTOR3P1	0	0	0	0	0	0
TLK2P2		0	0	0	1	4	3
ATP5MFP2		0	0	0	0	0	0
CT45A5	CT45A4	0	0	0	0	0	0
CBX3P6	CBX3P6	0	0	0	0	0	0
PIK3IP1-DT		0	2	1	0	0	1
PCDH9-AS2	PCDH9-AS2	0	0	0	0	0	0
ATP5MC2P4	ATP5G2P4	0	0	0	0	0	0
RPS20P13		0	0	0	0	0	0
MTCO3P4		0	0	0	0	0	0
USP17L30		0	0	0	0	0	0
RPL23AP12	RPL23AP12	0	0	0	0	0	0
MYLKP1	MYLKP1	0	0	0	0	0	0
COX4I1P2	COX4I1P2	0	0	0	0	0	0
CSP1		0	0	0	0	0	0
SEPTIN7-DT		14	10	13	12	11	33
RPL35AP6		0	0	0	0	0	0
CICP9	CICP9	0	0	0	0	0	0
RPL23AP26		0	0	0	0	0	0
EEF1DP1		0	2	0	3	2	3
LINC01428		0	0	0	0	0	0
UBAC2-AS1	UBAC2-AS1	10	11	14	26	17	21
TTTY21	TTTY21	0	0	0	0	0	0
HMGN2P36	HMGN2P36	0	0	0	0	0	0
ST6GALNAC2P1		0	0	0	0	0	0
RASA4CP		7.37	26.15	11.39	10.7	11.71	12.22
LINC01803		0	0	0	0	0	0
OR1H1P	OR1H1P	0	0	0	1	3	0
OR7E128P		3	4	3	4	7	12
NECTIN4-AS1		0	0	0	0	0	0
LINC01344		0	0	0	0	0	0
TSPY3	TSPY3	0	0	0	0	0	0
KPNA2P2		0	0	0	0	0	0
RPS13P2		10	12	10	9	19	9
MTA3P1		0	0	0	0	0	0
SNRPD2P1	SNRPD2P1	0	0	0	0	0	0
UBE3AP2	UBE3AP2	1	0	1	0	0	0
CLUHP2	KIAA0664P2	0	0	0	0	0	0
SLC25A6P5		0	0	0	1	0	0
LINC02041		0	0	0	0	0	0
SATB1-AS1		16	22	13	0	0	0
OR2A9P	OR2A9P	3	6	5	1.02	0	0
LINC01690		0	0	0	0	0	0
OR7E93P		0	0	0	0	0	0
RPSAP60		0	0	0	0	0	0
HOMER2P1		0	0	0	0	0	0
UBTFL6	UBTFL6	0	0	0	0	0	0
LINC02607		0	0	0	0	0	0
SUMO2P8	SUMO2P8	0	0	0	0	0	0
PPIAP55		0	0	0	0	0	0
SLC47A1P1		0	0	0	0	0	0
TRDD3	TRDD3	0	0	0	0	0	0
PHF10P1		0	0	0	2	1	2
RPL5P32	RPL5P32	0	0	0	0	0	0
MTND1P9	MTND1P9	0	0	0	0	0	0
SEPTIN7P8	SEPT7P8	0	0	0	0	0	0
ACTBP14		0	0	0	0	0	0
HNF4A-AS1		0	0	0	0	0	0
EXOSC3P1	EXOSC3P1	0	1	0	2	1	1
TMPRSS11GP	TMPRSS11GP	0	0	0	0	0	0
RPL30P13	RPL30P13	0	0	0	0	0	0
LINC01277		1	0	7	2	1	1
PMS2P7		29.77	21.45	25.26	60.68	56.01	44.92
AKR7A2P1	AKR7A2P1	4	5	6	1	1	0
RAB1AP1		1	0	0	0	0	0
HSFY1P1	HSFY1P1	0	0	0	0	0	0
CDCA4P1		3	0	1	2	4	1
MTCO1P25		0	0	0	0	0	0
SPRR2C	SPRR2C	0	0	0	0	0	0
VDAC1P8		20.56	33.36	47.82	19.61	27.55	23.99
MRPL32P2		0	0	0	0	0	0
ZFAND2A-DT		32	29	33	58	55	47
DUTP1	DUTP1	0	1	0	0	0	1
LINC01788		0	0	0	0	0	0
RPS29P14		0	0	0	0	0	0
HECW2-AS1		0	0	0	0	0	0
RPS3AP54		0	0	0	0	0	0
TRBV23OR9-2	TRBV23OR9-2	0	0	0	0	0	0
TMPOP1	TMPOP1	0	0	0	0	0	0
HMGN2P24	HMGN2P24	0	0	0	0	0	0
MTCO3P30		0	0	0	0	0	0
LINC01165		0	0	0	1	1	0
PSMA6P2	PSMA6P2	0	0	0	2	0	0
LINC01548	C21orf54	0	0	0	0	0	0
RPS26P18		0	0	0	0	0	0
MTND1P10	MTND1P10	0	0	0	0	1	0
ANKRD20A8P	ANKRD20A8P	0	0	0	0	0	0
HSPA8P8		2	0	2	1	1	2
IGHV3-47	IGHV3-47	0	0	0	0	0	0
OR51AB1P	OR51AB1P	0	0	0	0	0	0
CALM2P2	CALM2P2	11	7	8	9	4	7
ELOCP20	TCEB1P20	0	0	0	0	0	0
YY1P2		0	1	0	0	0	0
ASTN2-AS1		0	0	0	0	0	0
BTBD6P1		0	0	0	0	0	0
ABHD17AP4	FAM108A5P	0	0	0	0	0	0
LINC02587		0	0	0	0	0	0
MED4-AS1	MED4-AS1	11.15	6.12	4.09	4.06	10.37	7.15
RPL41	RPL41	11899.77	10326.18	10187.52	9284.04	8550.32	9931.42
CYCSP4		0	0	0	0	0	0
AGBL5-IT1	AGBL5-IT1	0	0	0	0	0	0
VIM-AS1		35.22	29	53.22	55.94	63.23	83.85
KANSL1L-AS1		3	3	1	10	2	6
ACTG1P2	ACTG1P2	0	0	0	0	0	0
EIF4A1P10	EIF4A1P10	46.25	49.27	72.94	70	63.81	64.11
CDY6P	CDY6P	0	0	0	0	0	0
CCDC26	CCDC26	0	0	0	0	0	0
HCG4P8	HCG4P8	0	0	0	0	0	0
SMPD4P2	SMPD4P2	0	0	0	0	0	0
CRYGEP	CRYGEP	0	0	0	0	0	0
ANKRD10-IT1	ANKRD10-IT1	6	5	1	4	6	1
EPHA1-AS1		1	0	3	0	0	2
KCNQ5-AS1	KCNQ5-AS1	0	0	0	0	0	0
LINC02038		0	0	0	0	1	0
TSPY23P	TSPY23P	0	0	0	0	0	0
TCP1P1	TCP1P1	0	0	0	1	1	2
RUNX3-AS1		0	0	0	0	0	0
NAP1L1P2	NAP1L1P2	0	0	0	0	0	0
GDI2P1	GDI2P1	0	0	0	0	0	0
RPL19P20	RPL19P20	0	0	2	0	0	0
SRMP3		1	0	0	0	0	0
LINC00382		0	0	0	0	0	0
MRPS16P1		0	0	0	0	0	0
PGA4	PGA4	0	0	0	0.5	1	0
ATP5PDP2		0	0	0	0	0	0
ADAM1A	ADAM1	72	57	74	102	125	150
RPS15AP28		0	0	0	0	0	0
LINC02787		0	0	0	0	0	0
PTGES3P3	PTGES3P3	1	1	3	2	3.7	5
LINC00200	LINC00200	0	0	0	0	0	0
SERPINH1P1		0	4	2	3	6	1
RBMY2NP	RBMY2NP	0	0	0	0	0	0
KCTD9P6		1	0	0	0	0	0
LINC00242	LINC00242	37	20	32	31	27	32
HNRNPA1P66		0	0	0	0	0	0
KRT18P4	KRT18P4	2	1	3	1	5	2
BTF3L4P4	BTF3L4P4	0	0	0	0	0	0
LINC00582		0	0	0	0	0	0
MT1P3		0	0	0	0	0	1
FEM1AP1	FEM1AP1	0	0	0	0	0	0
KRT18P53	KRT18P53	0	0	0	0	0	0
RPL37P18		0	0	0	0	0	0
TTTY10	TTTY10	0	0	0	0	0	0
HMGN1P37	HMGN1P26	0	0	0	0	0	0
PPP1R12BP1	PPP1R12BP1	0	0	0	0	0	0
LINC00710		0	0	0	0	0	0
PNPT1P1		0	2	2	0	0	0
LINC01981		0	0	0	0	0	0
LINC00377		0	0	2	0	0	0
WBP2P1		0	0	0	0	0	0
LINC00446	LINC00446	0	0	0	0	0	0
USP9YP31	USP9YP31	0	0	0	0	0	0
HNRNPA1P8	HNRNPA1P8	1	1	1	0	0	0
OR8C1P	OR8C1P	0	0	0	0	0	0
ST13P13	ST13P13	0	0	0	0	0	1
LPGAT1-AS1		0	0	0	0	0	0
LRRC37A12P	LRRC37A12P	0	0	0	0	0	0
POM121L8P	POM121L8P	0	0	0	0	0	0
SNHG31		47	39	49	63	90	82
PES1P2		0	0	0	0	0	0
LINC02829		0	0	0	0	0	0
REV3L-IT1	REV3L-IT1	0	0	0	0	0	0
EEF1DP6		0	0	0	0	0	0
GPR53P	GPR53P	0	0	0	0	0	0
FABP5P4	FABP5P4	0	0	0	0	0	0
RFPL4AL1		0	0	0	0	0	0
TUBB8P1		3	1	4	1	2	2
TAF9P2	TAF9P2	0	0	0	0	0	0
PPIAP25	PPIAP25	0	0	0	0	0	0
LINC00459	LINC00459	0	0	0	0	0	0
RPP40P1	RPP40P1	0	0	0	0	0	0
ORM1	ORM1	0	0	0	0	0	0
MCHR2-AS1		0	0	0	0	0	0
HMGB1P45	HMGB1P45	0	0	0	0	0	0
KRT8P12	KRT8P12	134	98	126	188	147.09	200
NUTF2P7		0	0	0	1	0	0
ACAP2-IT1	ACAP2-IT1	0	4	1	3	7	2
RPL17P15		0	0	0	0	0	0
PGBD4P8		0	0	0	0	0	0
DANT1		0	0	1	0	0	0
SREK1IP1P1		0	0	0	0	0	0
NME2P3		0	0	0	0	0	0
CDY22P	CDY22P	0	0	0	0	0	0
MTCO2P12		5	3	2	6	3	2
HYI-AS1	HYI-AS1	0	0	0	0	1	0
ACTG1P9	ACTG1P9	0	0	0	0	0	0
KRTAP9-11P	KRTAP9-11P	0	0	0	0	0	0
LRRC3-DT	LRRC3-AS1	0	0	0	0	0	0
CYCSP51		0	0	0	0	0	0
DPY19L1P1		25.03	14.02	25	34	35.03	46.2
PIN1P1	PIN1P1	0	0	0	0	0	0
PPP1R2P5	PPP1R2P5	0	0	0	0	0	0
UBTFL7	UBTFL7	0	0	0	0	0	0
HMGN2P19	HMGN2P19	0	0	0	0	0	0
LINC00452	LINC00452	5	3	2	39	62	47
USP24P1	USP24P1	0	0	0	0	0	0
CICP3	CICP3	0	1.34	0	2.18	3.48	0
PRKAR1B-AS2		0	0	0	0	0	0
HMGB1P16	HMGB1P16	0	0	0	0	0	0
CTNNA2-AS1		0	0	0	0	0	0
OR8B9P	OR8B9P	0	0	0	0	0	0
LINC01715		1	0	0	0	0	0
MICD	MICD	0	0	0	0	0	0
HLA-DRB6	HLA-DRB6	0	0	0	0	0	0
CNIH3-AS1		1	0	1	0	0	0
MIR5689HG		0	0	0	0	1	0
LINC00858		0	0	0	1	0	0
OFD1P4Y	OFD1P4Y	0	0	0	0	0	0
KCNQ1-AS1	KCNQ1-AS1	0	0	0	0	0	0
SFTA3	SFTA3	0	0	0	0	0	0
NPM1P25		1	3	0	0	1	0
RALGAPA1P1	RALGAPA1P	24.47	28.01	26.14	17.73	28.5	21.19
H3P10		0	0	0	0	0	0
RPL27AP8	RPL27AP8	0	0	0	0	0	0
ANKRD26P4	ANKRD26P4	0	0	0	0	0	0
MED8-AS1		0	6	6	7	1	4.01
LINC02069		0	0	0	0	0	0
PIP5K1P2	PIP5K1P2	0	0	0	0	0	0
LINC00366	LINC00366	0	0	0	0	0	0
THEMIS3P		0	0	0	0	0	0
LINC00433	LINC00433	0	0	0	0	0	0
ST3GAL3-AS1		0	0	0	0	0	0
CPVL-AS1		0	0	0	0	0	0
SPINK8	SPINK8	0	0	0	0	0	0
RPS10P18	RPS10P18	0	0	0	0	0	0
RLIMP1	RLIMP1	0	0	0	1	0	0
LINC01789		0	0	0	0	0	0
WDR4P2		0	0	0	0	0	0
