NAME	Description	mir130_1	Control_1	mir130_2	Control_2	mir130_3	Control_3
MAGT1	ENSG00000102158.15	2233	3242	7133	6293	6288	5527
COX7B	ENSG00000131174.4	14725	13576	12632	14002	16765	11083
ATP7A	ENSG00000165240.13	599	798	1232	1525	1605	1539
RP5-1000K24.2	ENSG00000248503.2	89	55	45	48	133	65
PGAM4	ENSG00000226784.1	153	211	129	139	135	227
PGK1	ENSG00000102144.9	113720	125650	60137	82443	131814	158559
TAF9B	ENSG00000187325.4	3428	2503	4342	4156	4044	2772
FNDC3CP	ENSG00000223592.2	0	0	0	0	1	0
CYSLTR1	ENSG00000173198.4	807	1082	1266	1491	2159	1853
ZCCHC5	ENSG00000179300.3	0	0	0	1	0	0
LPAR4	ENSG00000147145.8	11	29	19	28	7	5
RPL7P54	ENSG00000227645.2	0	3	0	0	0	0
P2RY10	ENSG00000078589.8	22	19	25	14	9	6
RP11-180D15.1	ENSG00000232168.2	0	0	1	0	0	0
GPR174	ENSG00000147138.1	83	149	245	294	265	267
RP11-159L8.2	ENSG00000271005.1	1	0	0	0	0	1
KIF4CP	ENSG00000225025.2	0	5	4	0	10	1
ITM2A	ENSG00000078596.6	7967	7062	10189	8987	21953	14604
RP1-164L12.1	ENSG00000270268.1	0	2	0	0	5	0
RP11-217H19.1	ENSG00000215104.4	14	9	10	3	16	13
FAM46D	ENSG00000174016.7	0	0	2	0	9	0
HNRNPH3P1	ENSG00000230247.2	2	5	3	9	8	2
RP11-325E14.2	ENSG00000228051.1	23	44	40	40	43	40
HK2P1	ENSG00000228612.2	0	10	8	15	1	3
BRWD3	ENSG00000165288.10	294	294	260	322	546	424
RP11-325E14.5	ENSG00000225715.1	3	12	3	5	4	2
VDAC1P1	ENSG00000073905.8	355	381	321	337	340	306
HMGN5	ENSG00000198157.6	2366	2032	2186	2544	2969	2181
SH3BGRL	ENSG00000131171.8	28298	17644	15063	20345	25308	22797
AL357115.1	ENSG00000264374.1	0	1	0	0	1	0
RP11-346E8.1	ENSG00000231875.1	0	0	3	0	2	3
RP13-52K8.1	ENSG00000224523.1	0	0	1	1	6	1
RP4-581F12.1	ENSG00000228041.2	0	0	0	0	1	0
RPL22P22	ENSG00000213653.4	0	0	1	0	0	0
RP5-849L7.1	ENSG00000236365.1	1	0	2	0	1	0
RP3-326L13.3	ENSG00000272294.1	1	0	0	0	0	0
TERF1P4	ENSG00000215102.2	15	6	15	13	14	19
RPS6KA6	ENSG00000072133.6	18	16	25	17	24	7
HDX	ENSG00000165259.9	224	237	249	257	552	257
RP6-33F8.1	ENSG00000259640.1	9	3	4	2	2	5
SETP4	ENSG00000237211.2	0	1	0	0	1	1
UBE2DNL	ENSG00000229547.4	0	0	0	0	0	1
APOOL	ENSG00000155008.9	296	263	238	239	243	208
SATL1	ENSG00000184788.8	59	55	70	60	55	57
RP5-928E24.2	ENSG00000235461.1	6	1	5	3	4	2
ZNF711	ENSG00000147180.12	2658	3406	4246	4989	12784	8202
POF1B	ENSG00000124429.13	1	3	0	10	9	8
CHM	ENSG00000188419.9	526	648	806	1312	728	801
Y_RNA	ENSG00000199567.1	0	0	0	0	1	0
RP6-145B8.3	ENSG00000225536.2	8	19	31	22	15	16
EEF1A1P29	ENSG00000215093.3	5	7	5	5	1	7
RP11-345E19.2	ENSG00000271290.1	1	0	0	0	0	0
RP3-431C21.1	ENSG00000236190.1	0	1	0	0	0	0
RP1-52D1.1	ENSG00000230478.1	5	1	0	1	2	4
RPSAP15	ENSG00000237506.2	70	87	72	106	72	91
RP3-452M16.1	ENSG00000230956.2	13	14	52	35	39	46
RP13-140E4.1	ENSG00000227581.2	1	1	4	2	0	1
USP12PX	ENSG00000226081.2	6	3	5	11	6	6
UBE2V1P9	ENSG00000229667.2	0	1	1	0	0	0
RP13-212L9.1	ENSG00000206062.4	1	0	0	0	0	0
PABPC5	ENSG00000174740.7	0	0	11	1	6	2
VDAC1P3	ENSG00000234702.1	9	10	16	9	7	3
EIF4A1P10	ENSG00000229132.2	124	249	792	390	774	728
KRT18P11	ENSG00000215089.3	0	0	0	3	3	1
RP13-258O15.1	ENSG00000225912.1	23	20	21	13	29	21
RP13-88F20.1	ENSG00000234130.2	17	25	42	38	24	37
ST13P18	ENSG00000234322.1	25	40	32	25	28	30
NAP1L3	ENSG00000186310.9	552	637	809	954	1028	1127
FAM133A	ENSG00000179083.5	19	7	18	13	48	40
RP11-471G13.2	ENSG00000215085.4	5	0	0	0	1	0
RP5-961K14.1	ENSG00000232842.2	24	60	35	42	36	45
RP5-961K14.2	ENSG00000203262.3	2	0	0	0	6	4
DIAPH2	ENSG00000147202.13	828	945	1928	1692	2953	2822
RPA4	ENSG00000204086.3	46	14	33	22	28	33
RN7SL74P	ENSG00000265260.1	4	3	0	0	4	2
DIAPH2-AS1	ENSG00000236256.5	7	6	5	8	14	4
XRCC6P5	ENSG00000215070.3	9	4	6	13	13	10
RP11-402K9.1	ENSG00000236988.2	0	2	1	0	1	5
RPSAP8	ENSG00000230592.2	29	40	30	25	28	31
TSPAN6	ENSG00000000003.10	503	371	399	354	1203	722
SRPX2	ENSG00000102359.5	242	311	536	450	449	656
RP11-524D16__A.3	ENSG00000261295.1	0	3	17	2	0	1
SYTL4	ENSG00000102362.11	2415	2276	2262	3448	2361	2883
RP3-347M6.2	ENSG00000238116.2	9	5	12	9	26	14
CSTF2	ENSG00000101811.9	3901	4726	5642	4395	7652	5893
SNORA9	ENSG00000202231.1	15	22	16	29	55	38
NOX1	ENSG00000007952.13	36	43	55	63	50	37
HNRNPA1P26	ENSG00000239345.2	0	5	1	1	2	1
HNRNPA1P27	ENSG00000233680.4	0	0	1	0	0	0
LL0XNC01-131B10.2	ENSG00000179031.8	1	0	5	1	0	2
XKRX	ENSG00000182489.7	3	0	0	0	0	0
RP3-341D10.1	ENSG00000182574.7	0	3	0	0	1	2
ARL13A	ENSG00000174225.10	10	1	4	0	4	3
TRMT2B	ENSG00000188917.10	717	1211	1533	1706	400	732
TRMT2B-AS1	ENSG00000225839.2	0	4	0	2	0	0
TMEM35	ENSG00000126950.7	0	0	0	0	2	2
CENPI	ENSG00000102384.9	962	883	1079	1053	1590	935
GHc-210E9.2	ENSG00000231643.4	0	4	6	5	10	5
DRP2	ENSG00000102385.8	7	15	17	14	2	13
TAF7L	ENSG00000102387.11	9	8	10	20	32	24
Y_RNA	ENSG00000222203.1	0	1	0	0	0	2
NANOGNBP3	ENSG00000270813.2	0	1	0	0	0	2
TIMM8A	ENSG00000126953.5	2608	1949	2570	2283	3909	1925
BTK	ENSG00000010671.11	5726	6959	6433	8247	4852	6967
RPL36A	ENSG00000241343.5	199	118	126	166	108	67
GLA	ENSG00000102393.5	2915	3303	3087	3242	2951	3076
HNRNPH2	ENSG00000126945.8	12213	9596	14308	14392	16658	13679
ARMCX4	ENSG00000196440.7	70	71	36	64	106	143
AL035422.1	ENSG00000221132.1	0	0	0	0	0	1
RP1-164F3.8	ENSG00000234557.2	0	0	0	0	0	3
RP3-514P16.1	ENSG00000237682.2	17	20	21	29	33	33
ARMCX1	ENSG00000126947.7	1134	1150	1788	1657	1164	1190
RP4-545K15.3	ENSG00000204072.3	11	9	24	23	10	24
ARMCX6	ENSG00000198960.6	847	991	988	972	1122	1317
ARMCX3	ENSG00000102401.15	2910	2610	2686	3174	3862	3862
ARMCX3-AS1	ENSG00000228275.1	0	1	1	0	1	0
RP4-545K15.5	ENSG00000261101.1	2	3	8	3	6	0
RNU6-30P	ENSG00000207291.1	0	0	1	0	0	0
ARMCX2	ENSG00000184867.9	133	138	94	98	116	187
GHc-602D8.2	ENSG00000223753.2	0	1	0	0	0	0
RP1-232L22__B.1	ENSG00000178146.9	83	66	74	107	103	119
ZMAT1	ENSG00000166432.10	170	176	233	208	383	403
RP1-3E10.2	ENSG00000235196.3	0	0	0	0	0	1
TCEAL2	ENSG00000184905.4	2	1	0	3	6	3
TCEAL6	ENSG00000204071.5	5	4	0	2	1	10
BEX5	ENSG00000184515.6	56	43	20	14	38	50
TMSB15A	ENSG00000158164.6	566	502	297	286	590	532
FOXN3P1	ENSG00000176318.8	0	4	0	2	1	1
NXF4	ENSG00000196970.4	0	0	1	1	0	1
ARMCX5	ENSG00000125962.10	1118	1103	954	1075	1738	1408
RP4-769N13.6	ENSG00000271147.3	192	184	172	163	369	202
RP4-769N13.7	ENSG00000270050.1	0	2	0	0	7	2
RP5-1100E15.4	ENSG00000227211.2	0	0	0	1	0	0
GPRASP1	ENSG00000198932.8	162	238	112	234	161	256
GPRASP2	ENSG00000158301.14	146	194	136	193	79	169
BHLHB9	ENSG00000198908.7	177	323	322	415	259	285
LINC00630	ENSG00000223546.2	245	315	335	353	417	305
MTND1P32	ENSG00000232282.1	2	0	3	4	2	3
MTND2P2	ENSG00000229954.1	5	2	1	0	0	2
RP11-522L3.3	ENSG00000237300.2	0	1	0	1	0	0
RP11-522L3.4	ENSG00000237628.2	0	1	0	0	3	0
RP11-522L3.5	ENSG00000228316.1	0	0	1	0	0	0
MTND4P32	ENSG00000226056.1	0	6	7	1	4	0
MTND5P26	ENSG00000234886.1	1	0	0	0	0	0
RP11-522L3.9	ENSG00000227649.1	1	0	0	0	0	0
RP11-522L3.11	ENSG00000229794.2	1	0	0	1	0	0
LL0XNC01-237H1.2	ENSG00000239407.1	86	99	125	120	140	146
RAB40AL	ENSG00000102128.6	1	0	4	4	0	1
LL0XNC01-237H1.3	ENSG00000234050.1	0	0	0	0	0	1
LL0XNC01-73E8.1	ENSG00000224632.1	0	1	0	0	3	4
BEX1	ENSG00000133169.5	122	122	137	182	175	113
NXF3	ENSG00000147206.12	70	39	40	35	21	74
LL0XNC01-221F2.2	ENSG00000226241.2	6	7	14	7	6	7
BEX4	ENSG00000102409.9	9068	6694	6896	7801	10939	9254
TCEAL8	ENSG00000180964.12	6891	5625	6442	6862	12024	7698
TCEAL5	ENSG00000204065.2	136	129	51	54	138	121
BEX2	ENSG00000133134.7	1503	1177	865	991	1892	1823
TCEAL7	ENSG00000182916.7	17	8	11	7	45	16
WBP5	ENSG00000185222.7	5328	3590	3633	3648	7547	5494
NGFRAP1	ENSG00000166681.9	11615	10986	8362	8807	12695	12642
LL0XNC01-250H12.3	ENSG00000234405.1	8	5	12	3	4	2
RAB40A	ENSG00000172476.3	26	19	33	26	29	29
TCEAL4	ENSG00000133142.13	6187	4950	4226	4192	7482	5657
TCEAL3	ENSG00000196507.6	977	942	513	568	814	716
TCEAL3-AS1	ENSG00000224031.1	0	0	0	1	0	0
TCEAL1	ENSG00000172465.9	1216	1064	1235	1153	1928	1449
RP5-1055C14.6	ENSG00000180284.5	0	4	2	4	13	7
MORF4L2	ENSG00000123562.12	18055	17314	21478	20803	35226	25937
MORF4L2-AS1	ENSG00000231154.1	17	26	40	63	39	42
TMEM31	ENSG00000179363.6	0	1	0	1	0	1
PLP1	ENSG00000123560.9	1	2	3	1	0	1
RAB9B	ENSG00000123570.3	338	284	349	389	549	428
RP11-370B6.1	ENSG00000231787.4	0	2	0	0	0	0
LL0XNC01-116E7.1	ENSG00000234345.2	0	10	19	15	12	11
LL0XNC01-116E7.2	ENSG00000231728.2	35	17	35	34	12	21
TMSB15B	ENSG00000158427.10	1366	1172	1186	1234	2358	1316
LL0XNC01-116E7.4	ENSG00000230312.2	7	7	5	17	12	13
GHc-362H12.3	ENSG00000260831.1	15	2	18	19	0	10
H2BFXP	ENSG00000233320.2	1	3	2	1	2	5
H2BFM	ENSG00000101812.8	1	0	1	2	0	2
LL0XNC01-240C2.1	ENSG00000235946.1	0	2	4	4	6	2
SLC25A53	ENSG00000176274.6	506	517	431	510	499	335
ZCCHC18	ENSG00000166707.6	100	172	145	167	57	80
FAM199X	ENSG00000123575.8	1865	1793	2899	2901	4745	2699
ESX1	ENSG00000123576.5	0	0	0	0	0	2
PHBP10	ENSG00000232665.2	2	4	0	0	5	2
KCTD9P2	ENSG00000181819.14	1	9	7	2	2	2
AL139812.1	ENSG00000256709.1	0	3	0	0	1	0
CXorf57	ENSG00000147231.9	128	112	171	123	263	209
TBC1D8B	ENSG00000133138.15	340	384	343	399	1026	731
MORC4	ENSG00000133131.10	218	198	264	203	190	240
RBM41	ENSG00000089682.12	992	865	1374	1241	2252	1766
NUP62CL	ENSG00000198088.6	602	505	728	728	1169	1018
RP13-383K5.4	ENSG00000213569.4	99	61	131	89	187	100
Y_RNA	ENSG00000199832.1	0	0	1	0	0	0
PIH1D3	ENSG00000080572.8	0	0	0	0	2	1
DNAJA1P3	ENSG00000215007.3	27	21	29	23	18	19
PRPS1	ENSG00000147224.6	5606	5307	5089	5452	6804	3705
TSC22D3	ENSG00000157514.12	2446	2259	1000	1430	1775	3420
NCBP2L	ENSG00000170935.5	0	0	0	0	1	0
MID2	ENSG00000080561.9	2	0	1	0	3	0
RP6-191P20.3	ENSG00000225728.2	0	0	0	0	0	4
VSIG1	ENSG00000101842.9	0	0	0	0	0	5
PSMD10	ENSG00000101843.14	5636	4981	6719	6045	13777	8686
ATG4A	ENSG00000101844.13	1062	976	1106	958	1660	1350
COL4A6	ENSG00000197565.11	1	0	1	10	0	1
COL4A5	ENSG00000188153.8	206	267	146	355	114	123
Y_RNA	ENSG00000207146.1	1	2	1	0	0	0
CTD-2328D6.1	ENSG00000226958.1	14729	70400	52427	107450	929	5005
GUCY2F	ENSG00000101890.4	0	0	2	0	0	2
NXT2	ENSG00000101888.7	3090	2038	2808	2908	6198	2954
RP1-136J15.5	ENSG00000233874.2	1	0	1	1	2	1
KCNE1L	ENSG00000176076.6	6	9	13	11	9	4
ACSL4	ENSG00000068366.15	5548	7128	5004	8219	10460	10727
RP1-136J15.1	ENSG00000237319.1	1	0	2	4	2	2
TMEM164	ENSG00000157600.7	1491	1795	1169	1242	783	1295
MIR652	ENSG00000208013.1	0	1	1	0	0	0
MIR3978	ENSG00000265584.1	0	0	1	1	0	0
AMMECR1	ENSG00000101935.5	2643	3317	4669	4894	4656	4186
SNORD96B	ENSG00000208883.1	0	1	1	0	1	1
AMMECR1-IT1	ENSG00000224142.1	0	1	1	0	0	0
GNG5P2	ENSG00000133136.3	109	108	100	71	145	99
RGAG1	ENSG00000243978.4	9	14	21	0	1	4
CHRDL1	ENSG00000101938.10	128	184	317	502	54	81
PAK3	ENSG00000077264.10	2	0	0	3	0	3
CAPN6	ENSG00000077274.7	4	0	0	3	0	0
LINC00890	ENSG00000260802.1	78	99	108	176	169	113
RP11-111F16.2	ENSG00000229939.1	31	38	34	35	60	34
EIF4BP7	ENSG00000225031.1	50	69	69	64	60	77
RPL18AP15	ENSG00000236189.2	0	0	1	0	2	1
ALG13	ENSG00000101901.6	1532	1268	1312	1487	1408	1120
ALG13-AS1	ENSG00000229487.1	12	16	8	12	10	20
TRPC5	ENSG00000072315.3	0	0	3	1	0	0
TRPC5OS	ENSG00000204025.2	10	9	31	44	8	11
RP13-266I11.1	ENSG00000271400.1	0	1	0	0	2	1
LHFPL1	ENSG00000182508.9	6	0	0	2	3	6
HMGB3P30	ENSG00000213652.2	0	0	1	1	0	3
AMOT	ENSG00000126016.9	35	101	110	159	169	126
RP5-1168A5.1	ENSG00000235329.2	1	0	1	1	0	3
RP5-1170D6.1	ENSG00000220541.3	0	0	0	0	0	3
RP5-964N17.1	ENSG00000241743.2	27	14	49	54	20	14
QTRT1P1	ENSG00000270524.1	4	0	2	3	0	0
U3	ENSG00000201674.1	2	4	14	11	29	26
RNU1-57P	ENSG00000207220.1	1	0	0	0	0	4
RN7SL93P	ENSG00000240327.2	1	0	1	4	1	2
SNORD30	ENSG00000212611.1	0	0	1	0	0	0
CTD-2230M5.3	ENSG00000271686.1	0	0	1	0	0	0
HTR2C	ENSG00000147246.5	3	0	0	0	0	2
HSPA8P7	ENSG00000224773.2	39	38	29	51	23	9
IL13RA2	ENSG00000123496.3	0	0	0	3	0	0
LRCH2	ENSG00000130224.10	18	32	39	37	48	29
Y_RNA	ENSG00000212241.1	0	2	0	0	0	0
RPL36P18	ENSG00000235656.1	0	1	0	0	3	0
RP1-93I3.1	ENSG00000271826.1	8	3	2	0	0	5
PLS3	ENSG00000102024.13	3604	3384	3699	3256	9169	6058
EEF1GP5	ENSG00000234785.1	13	29	28	19	15	37
RP1-241P17.4	ENSG00000228532.2	5	3	7	21	5	4
RP11-761E20.1	ENSG00000235244.3	22	25	43	21	54	47
API5P1	ENSG00000234558.1	30	49	88	40	127	67
RP11-232D9.1	ENSG00000224217.1	11	8	10	9	17	14
SETP8	ENSG00000213526.3	10	11	11	26	7	9
RP3-378P9.1	ENSG00000238066.1	1	3	2	1	1	1
RP3-378P9.2	ENSG00000224314.1	3	3	2	3	3	0
KLHL13	ENSG00000003096.9	711	705	899	871	594	719
Y_RNA	ENSG00000200291.1	0	0	1	1	0	0
RP1-169K13.3	ENSG00000239500.2	0	0	2	1	0	0
WDR44	ENSG00000131725.9	819	985	1316	1654	1462	1286
MIR1277	ENSG00000221463.1	2	1	0	2	0	0
DOCK11	ENSG00000147251.11	1855	2569	3684	5202	5771	3676
Y_RNA	ENSG00000206862.1	0	1	0	3	1	0
IL13RA1	ENSG00000131724.6	245	152	407	452	636	314
ZCCHC12	ENSG00000174460.3	1	7	0	1	0	0
RP4-562J12.2	ENSG00000203650.3	5	0	13	7	7	9
RP4-562J12.1	ENSG00000224341.1	0	0	2	0	0	1
LONRF3	ENSG00000175556.12	7	11	47	37	3	23
KIAA1210	ENSG00000250423.2	0	0	0	0	2	0
HNRNPA1P28	ENSG00000230170.1	18	16	18	20	23	36
PGRMC1	ENSG00000101856.8	6152	5206	6997	7685	6076	5493
AKAP16BP	ENSG00000214992.5	7	1	4	2	2	7
RP5-1139I1.1	ENSG00000230392.1	0	1	3	0	0	0
SLC25A43	ENSG00000077713.14	1182	1012	1006	1219	690	823
RP3-404F18.5	ENSG00000237903.1	15	27	12	17	7	8
RNU1-67P	ENSG00000207175.1	4	8	4	7	0	1
AC004000.1	ENSG00000264952.1	2	2	3	2	1	0
RN7SL118P	ENSG00000266420.1	0	4	4	2	7	4
Y_RNA	ENSG00000252147.1	0	0	0	1	1	0
SLC25A5-AS1	ENSG00000224281.4	91	124	140	117	64	86
SLC25A5	ENSG00000005022.5	39473	31695	35216	35353	41516	31325
CXorf56	ENSG00000018610.9	480	565	728	823	315	434
UBE2A	ENSG00000077721.11	5517	4920	5210	7115	5511	4475
NKRF	ENSG00000186416.8	1011	912	880	1372	874	650
SEPT6	ENSG00000125354.18	8884	10391	6452	10031	4764	7393
MIR766	ENSG00000211578.1	0	0	2	0	0	0
SOWAHD	ENSG00000187808.3	16	42	26	46	13	19
RPL39	ENSG00000198918.7	5268	5690	3260	6083	2805	2908
SNORA69	ENSG00000206622.1	0	0	0	0	0	1
UPF3B	ENSG00000125351.6	4471	3346	3052	3606	3558	3101
RNF113A	ENSG00000125352.4	1661	1726	1330	1183	2433	2585
NDUFA1	ENSG00000125356.6	14882	11579	11349	12355	19563	13698
AKAP14	ENSG00000186471.8	1	3	1	5	3	1
RP3-327A19.5	ENSG00000227285.1	4	10	10	21	7	6
NKAP	ENSG00000101882.5	2050	1870	1497	1556	1770	2128
GS1-421I3.2	ENSG00000234493.1	3	0	3	3	0	0
RP4-755D9.1	ENSG00000258545.1	11	2	11	13	9	21
RHOXF2B	ENSG00000203989.2	0	0	0	1	0	0
RHOXF1	ENSG00000101883.4	0	2	0	0	0	0
GS1-421I3.4	ENSG00000228139.1	1	0	0	1	2	1
NKAPP1	ENSG00000233382.5	144	156	125	163	188	181
RHOXF2	ENSG00000131721.4	0	0	6	8	0	0
RP3-525N14.2	ENSG00000227541.1	5	2	0	3	7	3
EEF1A1P30	ENSG00000237757.1	0	3	1	3	1	7
ZBTB33	ENSG00000177485.6	1835	2803	4184	4760	7101	4525
TMEM255A	ENSG00000125355.11	1	1	2	2	2	0
RP11-45J1.1	ENSG00000232042.1	0	0	0	2	0	0
ATP1B4	ENSG00000101892.7	0	0	0	5	2	1
LAMP2	ENSG00000005893.11	14364	13860	15311	17211	25485	18772
CUL4B	ENSG00000158290.12	1715	2482	3162	4325	2610	3226
MCTS1	ENSG00000232119.3	4505	3759	3634	5056	2793	2459
C1GALT1C1	ENSG00000171155.7	4121	2774	2781	3231	4276	3123
RP4-655L22.4	ENSG00000181511.5	12	9	8	3	13	7
PA2G4P1	ENSG00000237828.1	45	60	41	69	31	27
RP1-296G17.3	ENSG00000233433.1	2	0	0	0	0	0
GLUD2	ENSG00000182890.3	119	145	169	174	141	163
HSPA8P1	ENSG00000234176.1	194	224	250	242	143	71
RPL3P12	ENSG00000232496.2	2	1	2	3	5	2
MRRFP1	ENSG00000224236.2	16	11	11	6	11	11
GRIA3	ENSG00000125675.13	4	4	0	1	20	20
RP11-349N19.2	ENSG00000179101.5	182	223	175	235	189	225
THOC2	ENSG00000125676.15	11843	12570	15093	16453	27740	19706
FERP1	ENSG00000232149.1	0	2	0	0	2	0
RN7SL29P	ENSG00000264467.1	1	0	0	0	0	0
XIAP	ENSG00000101966.8	302	256	446	505	383	262
XIAP-AS1	ENSG00000237331.1	0	1	1	0	0	0
RP1-315G1.1	ENSG00000237025.1	1	0	2	0	2	0
RP1-315G1.3	ENSG00000232412.1	21	15	19	18	27	16
STAG2	ENSG00000101972.14	4098	5846	8346	11134	13775	9155
NPM1P34	ENSG00000232054.1	5	2	9	9	7	4
RP5-1052M9.1	ENSG00000226532.1	6	5	4	3	0	0
SH2D1A	ENSG00000183918.10	17	47	50	42	26	33
TENM1	ENSG00000009694.9	0	7	4	0	5	1
RP1-161N10.1	ENSG00000232599.1	0	0	0	0	1	0
DCAF12L2	ENSG00000198354.4	0	3	0	0	0	0
RP11-10B2.1	ENSG00000230916.2	1	1	8	8	1	1
MTND4P24	ENSG00000232177.1	4	1	9	5	5	9
DCAF12L1	ENSG00000198889.3	4	15	19	28	0	0
SMARCA1	ENSG00000102038.11	371	521	733	652	2440	1531
OCRL	ENSG00000122126.11	401	711	632	838	227	329
APLN	ENSG00000171388.9	29	64	2	23	7	13
XPNPEP2	ENSG00000122121.6	14	20	14	6	15	14
SASH3	ENSG00000122122.9	2368	3193	3564	4114	363	1344
RP4-753P9.3	ENSG00000240143.1	14	6	6	18	0	6
ZDHHC9	ENSG00000188706.8	1631	1901	1515	2017	439	1418
RP4-537K23.4	ENSG00000235189.1	2	3	0	0	0	1
UTP14A	ENSG00000156697.8	2722	2762	3747	3404	2311	1801
BCORL1	ENSG00000085185.11	300	372	167	280	74	165
ELF4	ENSG00000102034.12	1261	1827	566	1474	332	448
AIFM1	ENSG00000156709.9	6455	5975	7316	6567	7450	6043
RAB33A	ENSG00000134594.4	2232	2519	1310	1273	2025	2527
ZNF280C	ENSG00000056277.11	454	643	715	1090	547	472
SLC25A14	ENSG00000102078.11	738	790	803	885	1304	1118
RBMX2	ENSG00000134597.9	1203	898	703	822	786	752
RP1-274L7.1	ENSG00000229702.1	0	2	0	0	1	0
FAM45B	ENSG00000221930.5	37	51	73	70	104	114
ENOX2	ENSG00000165675.12	1682	1983	2014	2192	2491	1524
RP5-875H3.2	ENSG00000238188.1	0	5	0	2	0	0
IGSF1	ENSG00000147255.13	2	1	5	2	0	2
HDGFP1	ENSG00000227183.3	2	1	3	3	0	0
RP11-453F18__B.1	ENSG00000213468.3	979	939	770	798	721	835
RP11-512H23.2	ENSG00000241418.1	82	96	73	65	49	96
RP1-197O17.2	ENSG00000228089.1	15	16	18	12	31	31
MST4	ENSG00000134602.11	4441	4865	5798	6804	7732	6481
RP1-305B16.3	ENSG00000228819.1	2	3	3	0	4	4
RAP2C	ENSG00000123728.5	2121	1222	1099	1912	1281	988
RAP2C-AS1	ENSG00000232160.2	23	8	33	30	17	31
MBNL3	ENSG00000076770.10	1105	1083	1974	2751	2065	1705
HS6ST2	ENSG00000171004.13	4	13	35	27	0	2
USP26	ENSG00000134588.8	1	0	0	0	0	0
GPC4	ENSG00000076716.7	0	6	2	2	14	16
GPC3	ENSG00000147257.9	32	44	39	48	52	54
RP3-417G15.1	ENSG00000227008.2	42	39	67	44	63	50
RPSAP63	ENSG00000233260.1	0	0	1	0	0	0
TIMM8BP2	ENSG00000224908.1	94	115	165	93	266	172
MIR363	ENSG00000207572.1	0	0	2	1	1	0
Metazoa_SRP	ENSG00000272244.1	0	0	0	0	0	1
CCDC160	ENSG00000203952.5	0	0	0	0	1	0
RP11-355K23B.1	ENSG00000214961.2	1	1	2	6	1	4
PHF6	ENSG00000156531.12	5918	6643	8953	10884	16143	10341
AL591668.1	ENSG00000251962.1	4	0	1	0	0	0
HPRT1	ENSG00000165704.10	12799	12720	8590	15916	9517	10249
AC004383.3	ENSG00000226107.1	0	1	1	2	0	0
MIR503HG	ENSG00000223749.3	52	88	60	67	8	54
MIR503	ENSG00000208005.1	0	1	1	1	0	1
LINC00629	ENSG00000227060.2	11	13	11	8	33	21
PLAC1	ENSG00000170965.5	19	16	15	9	9	5
RP11-308B5.2	ENSG00000235813.1	0	0	0	0	1	0
FAM122B	ENSG00000156504.12	2149	1976	1338	2371	1991	1631
FAM122C	ENSG00000156500.10	328	355	260	361	533	518
MOSPD1	ENSG00000101928.8	1481	1032	1199	1163	2208	1375
Z83826.1	ENSG00000221299.1	8	5	7	6	7	1
HMGB3P31	ENSG00000231929.2	0	1	1	1	1	0
SMIM10	ENSG00000184785.4	1389	1123	1406	1271	1390	1460
FAM127C	ENSG00000212747.3	673	718	393	505	412	530
FAM127A	ENSG00000134590.9	1506	1654	1001	1151	1075	1583
FAM127B	ENSG00000203950.6	2402	2327	1299	1582	1852	2026
LINC00087	ENSG00000196972.6	5	10	3	11	0	1
CXorf48	ENSG00000169551.8	0	0	0	0	1	0
RP13-565O16.2	ENSG00000236491.1	0	0	0	0	1	0
ZNF75D	ENSG00000186376.10	457	550	461	689	457	648
RP13-210D15.4	ENSG00000238210.2	1	0	0	0	0	0
ZNF449	ENSG00000173275.8	634	660	844	1036	1582	1314
LINC00086	ENSG00000178947.8	4	6	1	10	0	4
CROCCP1	ENSG00000225769.1	0	1	0	0	0	0
DDX26B-AS1	ENSG00000225235.1	3	1	1	2	8	5
DDX26B	ENSG00000165359.10	1688	2161	2335	2321	2497	3192
CT45A5	ENSG00000242284.3	0	0	1	0	0	0
SAGE1	ENSG00000181433.5	4	32	3	8	4	34
RP11-97N5.2	ENSG00000230162.1	0	2	2	1	1	2
MMGT1	ENSG00000169446.4	1271	974	560	1424	705	447
SLC9A6	ENSG00000198689.5	1378	1665	2505	2510	2925	2490
FHL1	ENSG00000022267.12	1216	1372	860	1304	873	1136
MAP7D3	ENSG00000129680.11	2230	2413	2766	3187	3227	2899
RP11-535K18.2	ENSG00000230079.1	9	3	4	12	0	1
BRS3	ENSG00000102239.4	0	2	0	0	0	0
HTATSF1	ENSG00000102241.7	10905	9546	10726	11038	11852	9175
LINC00892	ENSG00000233093.1	7	8	8	4	32	5
CD40LG	ENSG00000102245.3	104	44	43	39	70	125
ARHGEF6	ENSG00000129675.11	4584	9057	9729	12445	6971	10309
RPL7P56	ENSG00000231164.1	10	14	3	4	5	10
RANP4	ENSG00000225125.2	12	27	14	20	24	29
Y_RNA	ENSG00000202279.1	0	2	0	0	0	0
RP11-1114A5.4	ENSG00000232611.1	25	29	14	14	7	11
RP11-1114A5.5	ENSG00000225400.1	5	1	2	6	3	12
RBMX	ENSG00000147274.10	61374	44906	36071	38656	58638	42485
RP11-308D16.4	ENSG00000234062.3	73	93	51	61	67	90
RP11-308D16.1	ENSG00000232379.1	0	0	0	0	0	1
RP11-308D16.2	ENSG00000241150.1	16	4	4	15	7	8
SRRM1P3	ENSG00000237307.2	21	36	33	32	22	26
RAC1P4	ENSG00000237584.1	8	8	3	8	5	8
